##NAMES=Fayalite
##RRUFFID=R100104
##IDEAL CHEMISTRY=Fe^2+^_2_SiO_4_
##LOCALITY=Dannemora, Uppsala Province, Sweden
##OWNER=RRUFF
##SOURCE=American Museum of Natural History
##DESCRIPTION=Dark brown fragment, variety knebelite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R100104
50.800, 5.157
50.810, 9.441
50.820, 15.859
50.830, 24.444
50.840, 34.571
50.850, 44.868
50.860, 53.446
50.870, 58.461
50.880, 58.783
50.890, 54.485
50.900, 46.867
50.910, 38.021
50.920, 30.139
50.930, 24.891
50.940, 23.072
50.950, 24.571
50.960, 28.559
50.970, 33.766
50.980, 38.776
50.990, 42.295
51.000, 43.398
51.010, 41.709
51.020, 37.482
51.030, 31.517
51.040, 24.933
51.050, 18.850
51.060, 14.100
51.070, 11.057
51.080, 9.618
51.090, 9.321
51.100, 9.538
51.110, 9.679
51.120, 9.347
51.130, 8.416
51.140, 7.001
51.150, 5.363
51.160, 3.784
51.170, 2.476
51.180, 1.537
51.190, 0.975
51.200, 0.737
51.210, 0.752
51.220, 0.945
51.230, 1.239
51.240, 1.556
51.250, 1.816
51.260, 1.952
51.270, 1.929
51.280, 1.750
51.290, 1.460
51.300, 1.125
51.310, 0.809
51.320, 0.564
51.330, 0.415
51.340, 0.368
51.350, 0.413
51.360, 0.527
51.370, 0.678
51.380, 0.829
51.390, 0.940
51.400, 0.982
51.410, 0.942
51.420, 0.830
51.430, 0.671
51.440, 0.498
51.450, 0.340
51.460, 0.212
51.470, 0.122
51.480, 0.064
51.490, 0.031
51.500, 0.014
51.510, 0.006
51.520, 0.002
51.530, 0.001
51.540, 0.001
51.550, 0.001
51.560, 0.003
51.570, 0.007
51.580, 0.015
51.590, 0.031
51.600, 0.056
51.610, 0.093
51.620, 0.142
51.630, 0.200
51.640, 0.258
51.650, 0.306
51.660, 0.333
51.670, 0.333
51.680, 0.306
51.690, 0.258
51.700, 0.201
51.710, 0.146
51.720, 0.101
51.730, 0.073
51.740, 0.062
51.750, 0.066
51.760, 0.084
51.770, 0.109
51.780, 0.136
51.790, 0.157
51.800, 0.168
51.810, 0.165
51.820, 0.149
51.830, 0.123
51.840, 0.093
51.850, 0.065
51.860, 0.042
51.870, 0.025
51.880, 0.013
51.890, 0.007
51.900, 0.003
51.910, 0.001
51.920, 0.000
51.930, 0.000
51.940, 0.000
51.950, 0.000
51.960, 0.000
51.970, 0.000
51.980, 0.000
51.990, 0.000
52.000, 0.000
52.010, 0.000
52.020, 0.000
52.030, 0.000
52.040, 0.000
52.050, 0.000
52.060, 0.000
52.070, 0.000
52.080, 0.000
52.090, 0.000
52.100, 0.000
52.110, 0.000
52.120, 0.000
52.130, 0.000
52.140, 0.000
52.150, 0.000
52.160, 0.000
52.170, 0.000
52.180, 0.000
52.190, 0.000
52.200, 0.000
52.210, 0.000
52.220, 0.000
52.230, 0.000
52.240, 0.000
52.250, 0.000
52.260, 0.000
52.270, 0.000
52.280, 0.000
52.290, 0.000
52.300, 0.000
52.310, 0.000
52.320, 0.000
52.330, 0.000
52.340, 0.000
52.350, 0.000
52.360, 0.000
52.370, 0.000
52.380, 0.000
52.390, 0.000
52.400, 0.000
52.410, 0.000
52.420, 0.000
52.430, 0.000
52.440, 0.000
52.450, 0.000
52.460, 0.000
52.470, 0.000
52.480, 0.000
52.490, 0.000
52.500, 0.000
52.510, 0.000
52.520, 0.000
52.530, 0.000
52.540, 0.000
52.550, 0.000
52.560, 0.000
52.570, 0.000
52.580, 0.000
52.590, 0.000
52.600, 0.000
52.610, 0.000
52.620, 0.000
52.630, 0.000
52.640, 0.000
52.650, 0.000
52.660, 0.000
52.670, 0.000
52.680, 0.000
52.690, 0.000
52.700, 0.000
52.710, 0.000
52.720, 0.000
52.730, 0.000
52.740, 0.000
52.750, 0.000
52.760, 0.000
52.770, 0.000
52.780, 0.000
52.790, 0.000
52.800, 0.000
52.810, 0.000
52.820, 0.000
52.830, 0.000
52.840, 0.000
52.850, 0.000
52.860, 0.000
52.870, 0.000
52.880, 0.000
52.890, 0.000
52.900, 0.000
52.910, 0.000
52.920, 0.000
52.930, 0.000
52.940, 0.000
52.950, 0.000
52.960, 0.000
52.970, 0.000
52.980, 0.000
52.990, 0.000
53.000, 0.000
53.010, 0.000
53.020, 0.000
53.030, 0.000
53.040, 0.000
53.050, 0.000
53.060, 0.000
53.070, 0.000
53.080, 0.000
53.090, 0.000
53.100, 0.001
53.110, 0.002
53.120, 0.008
53.130, 0.022
53.140, 0.058
53.150, 0.142
53.160, 0.317
53.170, 0.650
53.180, 1.227
53.190, 2.129
53.200, 3.398
53.210, 4.986
53.220, 6.726
53.230, 8.344
53.240, 9.517
53.250, 9.982
53.260, 9.627
53.270, 8.542
53.280, 6.980
53.290, 5.271
53.300, 3.722
53.310, 2.546
53.320, 1.846
53.330, 1.632
53.340, 1.854
53.350, 2.417
53.360, 3.185
53.370, 3.986
53.380, 4.634
53.390, 4.969
53.400, 4.904
53.410, 4.451
53.420, 3.715
53.430, 2.851
53.440, 2.012
53.450, 1.305
53.460, 0.779
53.470, 0.427
53.480, 0.215
53.490, 0.100
53.500, 0.043
53.510, 0.017
53.520, 0.006
53.530, 0.002
53.540, 0.001
53.550, 0.000
53.560, 0.000
53.570, 0.000
53.580, 0.000
53.590, 0.000
53.600, 0.000
53.610, 0.000
53.620, 0.000
53.630, 0.000
53.640, 0.000
53.650, 0.000
53.660, 0.000
53.670, 0.000
53.680, 0.000
53.690, 0.000
53.700, 0.000
53.710, 0.000
53.720, 0.000
53.730, 0.000
53.740, 0.000
53.750, 0.000
53.760, 0.000
53.770, 0.001
53.780, 0.004
53.790, 0.013
53.800, 0.037
53.810, 0.094
53.820, 0.219
53.830, 0.471
53.840, 0.932
53.850, 1.696
53.860, 2.839
53.870, 4.373
53.880, 6.197
53.890, 8.079
53.900, 9.691
53.910, 10.694
53.920, 10.858
53.930, 10.144
53.940, 8.725
53.950, 6.919
53.960, 5.084
53.970, 3.517
53.980, 2.402
53.990, 1.809
54.000, 1.725
54.010, 2.082
54.020, 2.770
54.030, 3.639
54.040, 4.500
54.050, 5.156
54.060, 5.447
54.070, 5.297
54.080, 4.741
54.090, 3.903
54.100, 2.957
54.110, 2.061
54.120, 1.321
54.130, 0.779
54.140, 0.423
54.150, 0.211
54.160, 0.097
54.170, 0.041
54.180, 0.016
54.190, 0.006
54.200, 0.002
54.210, 0.001
54.220, 0.000
54.230, 0.000
54.240, 0.000
54.250, 0.000
54.260, 0.000
54.270, 0.000
54.280, 0.000
54.290, 0.000
54.300, 0.000
54.310, 0.000
54.320, 0.000
54.330, 0.000
54.340, 0.000
54.350, 0.000
54.360, 0.000
54.370, 0.000
54.380, 0.000
54.390, 0.000
54.400, 0.000
54.410, 0.000
54.420, 0.000
54.430, 0.000
54.440, 0.000
54.450, 0.000
54.460, 0.000
54.470, 0.000
54.480, 0.000
54.490, 0.000
54.500, 0.000
54.510, 0.000
54.520, 0.000
54.530, 0.000
54.540, 0.000
54.550, 0.001
54.560, 0.002
54.570, 0.004
54.580, 0.009
54.590, 0.019
54.600, 0.036
54.610, 0.063
54.620, 0.100
54.630, 0.147
54.640, 0.199
54.650, 0.247
54.660, 0.284
54.670, 0.299
54.680, 0.291
54.690, 0.260
54.700, 0.215
54.710, 0.164
54.720, 0.116
54.730, 0.079
54.740, 0.055
54.750, 0.045
54.760, 0.048
54.770, 0.061
54.780, 0.083
54.790, 0.107
54.800, 0.130
54.810, 0.145
54.820, 0.150
54.830, 0.142
54.840, 0.124
54.850, 0.100
54.860, 0.074
54.870, 0.051
54.880, 0.032
54.890, 0.019
54.900, 0.013
54.910, 0.015
54.920, 0.032
54.930, 0.078
54.940, 0.185
54.950, 0.406
54.960, 0.824
54.970, 1.542
54.980, 2.654
54.990, 4.209
55.000, 6.146
55.010, 8.264
55.020, 10.234
55.030, 11.671
55.040, 12.257
55.050, 11.855
55.060, 10.562
55.070, 8.674
55.080, 6.583
55.090, 4.652
55.100, 3.141
55.110, 2.176
55.120, 1.778
55.130, 1.903
55.140, 2.463
55.150, 3.332
55.160, 4.338
55.170, 5.276
55.180, 5.936
55.190, 6.165
55.200, 5.910
55.210, 5.236
55.220, 4.298
55.230, 3.283
55.240, 2.352
55.250, 1.598
55.260, 1.047
55.270, 0.673
55.280, 0.431
55.290, 0.277
55.300, 0.177
55.310, 0.112
55.320, 0.071
55.330, 0.047
55.340, 0.038
55.350, 0.041
55.360, 0.053
55.370, 0.071
55.380, 0.093
55.390, 0.113
55.400, 0.127
55.410, 0.131
55.420, 0.125
55.430, 0.110
55.440, 0.089
55.450, 0.067
55.460, 0.046
55.470, 0.029
55.480, 0.017
55.490, 0.009
55.500, 0.004
55.510, 0.002
55.520, 0.001
55.530, 0.000
55.540, 0.000
55.550, 0.000
55.560, 0.000
55.570, 0.000
55.580, 0.000
55.590, 0.000
55.600, 0.000
55.610, 0.000
55.620, 0.000
55.630, 0.000
55.640, 0.000
55.650, 0.000
55.660, 0.000
55.670, 0.000
55.680, 0.000
55.690, 0.000
55.700, 0.000
55.710, 0.000
55.720, 0.000
55.730, 0.000
55.740, 0.001
55.750, 0.002
55.760, 0.007
55.770, 0.021
55.780, 0.057
55.790, 0.141
55.800, 0.321
55.810, 0.675
55.820, 1.308
55.830, 2.336
55.840, 3.845
55.850, 5.834
55.860, 8.156
55.870, 10.508
55.880, 12.476
55.890, 13.651
55.900, 13.766
55.910, 12.794
55.920, 10.963
55.930, 8.670
55.940, 6.350
55.950, 4.360
55.960, 2.914
55.970, 2.090
55.980, 1.875
55.990, 2.200
56.000, 2.961
56.010, 4.011
56.020, 5.153
56.030, 6.152
56.040, 6.787
56.050, 6.905
56.060, 6.475
56.070, 5.596
56.080, 4.457
56.090, 3.272
56.100, 2.213
56.110, 1.380
56.120, 0.792
56.130, 0.420
56.140, 0.205
56.150, 0.092
56.160, 0.038
56.170, 0.015
56.180, 0.005
56.190, 0.002
56.200, 0.000
56.210, 0.000
56.220, 0.000
56.230, 0.000
56.240, 0.000
56.250, 0.000
56.260, 0.000
56.270, 0.000
56.280, 0.000
56.290, 0.000
56.300, 0.000
56.310, 0.000
56.320, 0.000
56.330, 0.000
56.340, 0.000
56.350, 0.000
56.360, 0.000
56.370, 0.000
56.380, 0.000
56.390, 0.000
56.400, 0.000
56.410, 0.000
56.420, 0.000
56.430, 0.000
56.440, 0.000
56.450, 0.000
56.460, 0.000
56.470, 0.000
56.480, 0.000
56.490, 0.000
56.500, 0.000
56.510, 0.000
56.520, 0.001
56.530, 0.004
56.540, 0.012
56.550, 0.031
56.560, 0.075
56.570, 0.166
56.580, 0.340
56.590, 0.644
56.600, 1.123
56.610, 1.807
56.620, 2.681
56.630, 3.667
56.640, 4.626
56.650, 5.381
56.660, 5.772
56.670, 5.710
56.680, 5.209
56.690, 4.384
56.700, 3.408
56.710, 2.457
56.720, 1.665
56.730, 1.107
56.740, 0.805
56.750, 0.747
56.760, 0.904
56.770, 1.234
56.780, 1.678
56.790, 2.157
56.800, 2.576
56.810, 2.842
56.820, 2.893
56.830, 2.716
56.840, 2.352
56.850, 1.878
56.860, 1.383
56.870, 0.939
56.880, 0.588
56.890, 0.339
56.900, 0.181
56.910, 0.089
56.920, 0.040
56.930, 0.017
56.940, 0.006
56.950, 0.002
56.960, 0.001
56.970, 0.000
56.980, 0.000
56.990, 0.000
57.000, 0.000
57.010, 0.000
57.020, 0.000
57.030, 0.000
57.040, 0.000
57.050, 0.000
57.060, 0.000
57.070, 0.000
57.080, 0.000
57.090, 0.000
57.100, 0.000
57.110, 0.000
57.120, 0.000
57.130, 0.000
57.140, 0.000
57.150, 0.000
57.160, 0.000
57.170, 0.000
57.180, 0.000
57.190, 0.000
57.200, 0.000
57.210, 0.000
57.220, 0.000
57.230, 0.000
57.240, 0.000
57.250, 0.000
57.260, 0.000
57.270, 0.000
57.280, 0.000
57.290, 0.000
57.300, 0.001
57.310, 0.002
57.320, 0.003
57.330, 0.007
57.340, 0.013
57.350, 0.023
57.360, 0.037
57.370, 0.056
57.380, 0.077
57.390, 0.098
57.400, 0.115
57.410, 0.125
57.420, 0.125
57.430, 0.115
57.440, 0.098
57.450, 0.078
57.460, 0.057
57.470, 0.042
57.480, 0.035
57.490, 0.041
57.500, 0.071
57.510, 0.137
57.520, 0.262
57.530, 0.470
57.540, 0.785
57.550, 1.215
57.560, 1.740
57.570, 2.304
57.580, 2.819
57.590, 3.190
57.600, 3.336
57.610, 3.228
57.620, 2.891
57.630, 2.405
57.640, 1.866
57.650, 1.367
57.660, 0.967
57.670, 0.696
57.680, 0.555
57.690, 0.534
57.700, 0.617
57.710, 0.787
57.720, 1.017
57.730, 1.266
57.740, 1.486
57.750, 1.627
57.760, 1.653
57.770, 1.557
57.780, 1.360
57.790, 1.104
57.800, 0.836
57.810, 0.596
57.820, 0.406
57.830, 0.268
57.840, 0.177
57.850, 0.118
57.860, 0.080
57.870, 0.054
57.880, 0.036
57.890, 0.023
57.900, 0.014
57.910, 0.008
57.920, 0.004
57.930, 0.002
57.940, 0.001
57.950, 0.000
57.960, 0.000
57.970, 0.000
57.980, 0.000
57.990, 0.000
58.000, 0.000
58.010, 0.000
58.020, 0.000
58.030, 0.000
58.040, 0.000
58.050, 0.000
58.060, 0.000
58.070, 0.000
58.080, 0.000
58.090, 0.000
58.100, 0.000
58.110, 0.000
58.120, 0.000
58.130, 0.000
58.140, 0.000
58.150, 0.000
58.160, 0.000
58.170, 0.000
58.180, 0.000
58.190, 0.000
58.200, 0.000
58.210, 0.000
58.220, 0.000
58.230, 0.000
58.240, 0.000
58.250, 0.000
58.260, 0.000
58.270, 0.000
58.280, 0.000
58.290, 0.000
58.300, 0.000
58.310, 0.000
58.320, 0.000
58.330, 0.000
58.340, 0.000
58.350, 0.000
58.360, 0.000
58.370, 0.000
58.380, 0.000
58.390, 0.000
58.400, 0.000
58.410, 0.000
58.420, 0.000
58.430, 0.000
58.440, 0.000
58.450, 0.000
58.460, 0.000
58.470, 0.000
58.480, 0.000
58.490, 0.000
58.500, 0.000
58.510, 0.000
58.520, 0.000
58.530, 0.000
58.540, 0.000
58.550, 0.000
58.560, 0.000
58.570, 0.000
58.580, 0.000
58.590, 0.000
58.600, 0.000
58.610, 0.000
58.620, 0.000
58.630, 0.000
58.640, 0.000
58.650, 0.000
58.660, 0.000
58.670, 0.000
58.680, 0.000
58.690, 0.000
58.700, 0.000
58.710, 0.000
58.720, 0.000
58.730, 0.000
58.740, 0.000
58.750, 0.000
58.760, 0.000
58.770, 0.000
58.780, 0.000
58.790, 0.000
58.800, 0.000
58.810, 0.000
58.820, 0.000
58.830, 0.000
58.840, 0.000
58.850, 0.000
58.860, 0.000
58.870, 0.000
58.880, 0.001
58.890, 0.002
58.900, 0.003
58.910, 0.007
58.920, 0.014
58.930, 0.025
58.940, 0.041
58.950, 0.063
58.960, 0.089
58.970, 0.116
58.980, 0.139
58.990, 0.154
59.000, 0.158
59.010, 0.150
59.020, 0.132
59.030, 0.106
59.040, 0.080
59.050, 0.056
59.060, 0.037
59.070, 0.024
59.080, 0.018
59.090, 0.017
59.100, 0.022
59.110, 0.031
59.120, 0.043
59.130, 0.056
59.140, 0.068
59.150, 0.077
59.160, 0.079
59.170, 0.076
59.180, 0.067
59.190, 0.055
59.200, 0.041
59.210, 0.029
59.220, 0.019
59.230, 0.011
59.240, 0.006
59.250, 0.003
59.260, 0.001
59.270, 0.001
59.280, 0.000
59.290, 0.000
59.300, 0.000
59.310, 0.000
59.320, 0.000
59.330, 0.000
59.340, 0.000
59.350, 0.000
59.360, 0.000
59.370, 0.000
59.380, 0.000
59.390, 0.000
59.400, 0.000
59.410, 0.000
59.420, 0.000
59.430, 0.000
59.440, 0.000
59.450, 0.000
59.460, 0.001
59.470, 0.003
59.480, 0.006
59.490, 0.015
59.500, 0.032
59.510, 0.063
59.520, 0.114
59.530, 0.193
59.540, 0.301
59.550, 0.435
59.560, 0.581
59.570, 0.720
59.580, 0.832
59.590, 0.903
59.600, 0.944
59.610, 0.989
59.620, 1.103
59.630, 1.368
59.640, 1.866
59.650, 2.649
59.660, 3.709
59.670, 4.959
59.680, 6.234
59.690, 7.328
59.700, 8.050
59.710, 8.284
59.720, 8.029
59.730, 7.386
59.740, 6.522
59.750, 5.600
59.760, 4.739
59.770, 3.999
59.780, 3.397
59.790, 2.940
59.800, 2.643
59.810, 2.531
59.820, 2.620
59.830, 2.892
59.840, 3.283
59.850, 3.688
59.860, 3.992
59.870, 4.105
59.880, 3.990
59.890, 3.674
59.900, 3.232
59.910, 2.751
59.920, 2.304
59.930, 1.939
59.940, 1.684
59.950, 1.571
59.960, 1.662
59.970, 2.057
59.980, 2.882
59.990, 4.247
60.000, 6.186
60.010, 8.588
60.020, 11.171
60.030, 13.514
60.040, 15.153
60.050, 15.728
60.060, 15.102
60.070, 13.412
60.080, 11.019
60.090, 8.381
60.100, 5.919
60.110, 3.923
60.120, 2.528
60.130, 1.752
60.140, 1.549
60.150, 1.854
60.160, 2.596
60.170, 3.679
60.180, 4.960
60.190, 6.236
60.200, 7.279
60.210, 7.892
60.220, 7.989
60.230, 7.644
60.240, 7.094
60.250, 6.689
60.260, 6.796
60.270, 7.683
60.280, 9.423
60.290, 11.830
60.300, 14.476
60.310, 16.785
60.320, 18.190
60.330, 18.313
60.340, 17.084
60.350, 14.754
60.360, 11.793
60.370, 8.734
60.380, 6.019
60.390, 3.921
60.400, 2.539
60.410, 1.860
60.420, 1.818
60.430, 2.338
60.440, 3.334
60.450, 4.684
60.460, 6.200
60.470, 7.631
60.480, 8.698
60.490, 9.173
60.500, 8.948
60.510, 8.073
60.520, 6.736
60.530, 5.199
60.540, 3.710
60.550, 2.449
60.560, 1.495
60.570, 0.844
60.580, 0.441
60.590, 0.213
60.600, 0.095
60.610, 0.039
60.620, 0.015
60.630, 0.005
60.640, 0.002
60.650, 0.001
60.660, 0.000
60.670, 0.000
60.680, 0.000
60.690, 0.000
60.700, 0.000
60.710, 0.000
60.720, 0.000
60.730, 0.000
60.740, 0.000
60.750, 0.000
60.760, 0.000
60.770, 0.000
60.780, 0.000
60.790, 0.000
60.800, 0.000
60.810, 0.000
60.820, 0.000
60.830, 0.000
60.840, 0.000
60.850, 0.000
60.860, 0.000
60.870, 0.000
60.880, 0.000
60.890, 0.000
60.900, 0.000
60.910, 0.000
60.920, 0.000
60.930, 0.000
60.940, 0.000
60.950, 0.000
60.960, 0.000
60.970, 0.000
60.980, 0.000
60.990, 0.000
61.000, 0.000
61.010, 0.000
61.020, 0.000
61.030, 0.000
61.040, 0.000
61.050, 0.000
61.060, 0.000
61.070, 0.000
61.080, 0.000
61.090, 0.000
61.100, 0.000
61.110, 0.000
61.120, 0.000
61.130, 0.000
61.140, 0.000
61.150, 0.000
61.160, 0.000
61.170, 0.000
61.180, 0.000
61.190, 0.000
61.200, 0.000
61.210, 0.000
61.220, 0.000
61.230, 0.000
61.240, 0.000
61.250, 0.000
61.260, 0.000
61.270, 0.000
61.280, 0.000
61.290, 0.000
61.300, 0.000
61.310, 0.000
61.320, 0.000
61.330, 0.000
61.340, 0.000
61.350, 0.000
61.360, 0.000
61.370, 0.000
61.380, 0.000
61.390, 0.000
61.400, 0.000
61.410, 0.000
61.420, 0.000
61.430, 0.000
61.440, 0.000
61.450, 0.000
61.460, 0.000
61.470, 0.000
61.480, 0.000
61.490, 0.000
61.500, 0.000
61.510, 0.000
61.520, 0.000
61.530, 0.000
61.540, 0.000
61.550, 0.000
61.560, 0.000
61.570, 0.001
61.580, 0.002
61.590, 0.004
61.600, 0.008
61.610, 0.013
61.620, 0.020
61.630, 0.029
61.640, 0.038
61.650, 0.048
61.660, 0.057
61.670, 0.065
61.680, 0.073
61.690, 0.086
61.700, 0.111
61.710, 0.154
61.720, 0.223
61.730, 0.319
61.740, 0.437
61.750, 0.563
61.760, 0.677
61.770, 0.756
61.780, 0.785
61.790, 0.755
61.800, 0.676
61.810, 0.563
61.820, 0.438
61.830, 0.320
61.840, 0.222
61.850, 0.151
61.860, 0.107
61.870, 0.088
61.880, 0.092
61.890, 0.117
61.900, 0.160
61.910, 0.217
61.920, 0.279
61.930, 0.335
61.940, 0.375
61.950, 0.389
61.960, 0.374
61.970, 0.333
61.980, 0.275
61.990, 0.210
62.000, 0.148
62.010, 0.097
62.020, 0.059
62.030, 0.033
62.040, 0.017
62.050, 0.008
62.060, 0.004
62.070, 0.002
62.080, 0.001
62.090, 0.000
62.100, 0.000
62.110, 0.000
62.120, 0.000
62.130, 0.000
62.140, 0.000
62.150, 0.000
62.160, 0.000
62.170, 0.000
62.180, 0.000
62.190, 0.000
62.200, 0.000
62.210, 0.000
62.220, 0.000
62.230, 0.000
62.240, 0.000
62.250, 0.000
62.260, 0.000
62.270, 0.000
62.280, 0.000
62.290, 0.000
62.300, 0.000
62.310, 0.000
62.320, 0.000
62.330, 0.000
62.340, 0.000
62.350, 0.000
62.360, 0.000
62.370, 0.000
62.380, 0.000
62.390, 0.000
62.400, 0.000
62.410, 0.000
62.420, 0.000
62.430, 0.000
62.440, 0.000
62.450, 0.000
62.460, 0.000
62.470, 0.000
62.480, 0.000
62.490, 0.000
62.500, 0.000
62.510, 0.000
62.520, 0.000
62.530, 0.000
62.540, 0.000
62.550, 0.000
62.560, 0.000
62.570, 0.000
62.580, 0.000
62.590, 0.000
62.600, 0.000
62.610, 0.000
62.620, 0.000
62.630, 0.000
62.640, 0.000
62.650, 0.000
62.660, 0.000
62.670, 0.000
62.680, 0.001
62.690, 0.003
62.700, 0.007
62.710, 0.015
62.720, 0.029
62.730, 0.052
62.740, 0.088
62.750, 0.137
62.760, 0.198
62.770, 0.265
62.780, 0.328
62.790, 0.376
62.800, 0.400
62.810, 0.395
62.820, 0.360
62.830, 0.305
62.840, 0.239
62.850, 0.174
62.860, 0.118
62.870, 0.076
62.880, 0.048
62.890, 0.034
62.900, 0.032
62.910, 0.041
62.920, 0.060
62.930, 0.087
62.940, 0.120
62.950, 0.152
62.960, 0.180
62.970, 0.197
62.980, 0.200
62.990, 0.188
63.000, 0.164
63.010, 0.133
63.020, 0.101
63.030, 0.073
63.040, 0.055
63.050, 0.053
63.060, 0.077
63.070, 0.140
63.080, 0.267
63.090, 0.487
63.100, 0.829
63.110, 1.309
63.120, 1.918
63.130, 2.605
63.140, 3.279
63.150, 3.826
63.160, 4.137
63.170, 4.147
63.180, 3.852
63.190, 3.317
63.200, 2.648
63.210, 1.961
63.220, 1.351
63.230, 0.873
63.240, 0.548
63.250, 0.368
63.260, 0.318
63.270, 0.383
63.280, 0.550
63.290, 0.807
63.300, 1.128
63.310, 1.472
63.320, 1.784
63.330, 2.006
63.340, 2.091
63.350, 2.020
63.360, 1.808
63.370, 1.500
63.380, 1.154
63.390, 0.823
63.400, 0.544
63.410, 0.333
63.420, 0.189
63.430, 0.099
63.440, 0.048
63.450, 0.022
63.460, 0.009
63.470, 0.004
63.480, 0.002
63.490, 0.001
63.500, 0.002
63.510, 0.003
63.520, 0.006
63.530, 0.011
63.540, 0.018
63.550, 0.028
63.560, 0.039
63.570, 0.050
63.580, 0.060
63.590, 0.066
63.600, 0.068
63.610, 0.065
63.620, 0.058
63.630, 0.048
63.640, 0.036
63.650, 0.026
63.660, 0.017
63.670, 0.011
63.680, 0.007
63.690, 0.005
63.700, 0.005
63.710, 0.007
63.720, 0.011
63.730, 0.016
63.740, 0.021
63.750, 0.027
63.760, 0.031
63.770, 0.034
63.780, 0.034
63.790, 0.032
63.800, 0.027
63.810, 0.022
63.820, 0.016
63.830, 0.011
63.840, 0.007
63.850, 0.004
63.860, 0.002
63.870, 0.002
63.880, 0.002
63.890, 0.003
63.900, 0.007
63.910, 0.015
63.920, 0.029
63.930, 0.053
63.940, 0.091
63.950, 0.143
63.960, 0.208
63.970, 0.282
63.980, 0.354
63.990, 0.412
64.000, 0.445
64.010, 0.446
64.020, 0.414
64.030, 0.357
64.040, 0.285
64.050, 0.211
64.060, 0.146
64.070, 0.094
64.080, 0.059
64.090, 0.038
64.100, 0.032
64.110, 0.037
64.120, 0.053
64.130, 0.079
64.140, 0.112
64.150, 0.149
64.160, 0.184
64.170, 0.211
64.180, 0.224
64.190, 0.221
64.200, 0.203
64.210, 0.173
64.220, 0.140
64.230, 0.114
64.240, 0.107
64.250, 0.138
64.260, 0.238
64.270, 0.451
64.280, 0.838
64.290, 1.469
64.300, 2.398
64.310, 3.635
64.320, 5.114
64.330, 6.674
64.340, 8.080
64.350, 9.075
64.360, 9.454
64.370, 9.136
64.380, 8.191
64.390, 6.812
64.400, 5.257
64.410, 3.768
64.420, 2.517
64.430, 1.588
64.440, 0.991
64.450, 0.696
64.460, 0.665
64.470, 0.868
64.480, 1.286
64.490, 1.890
64.500, 2.625
64.510, 3.400
64.520, 4.090
64.530, 4.565
64.540, 4.727
64.550, 4.541
64.560, 4.046
64.570, 3.345
64.580, 2.565
64.590, 1.824
64.600, 1.204
64.610, 0.737
64.620, 0.418
64.630, 0.220
64.640, 0.108
64.650, 0.049
64.660, 0.020
64.670, 0.008
64.680, 0.003
64.690, 0.001
64.700, 0.000
64.710, 0.000
64.720, 0.000
64.730, 0.000
64.740, 0.000
64.750, 0.000
64.760, 0.000
64.770, 0.000
64.780, 0.000
64.790, 0.000
64.800, 0.000
64.810, 0.000
64.820, 0.000
64.830, 0.000
64.840, 0.000
64.850, 0.000
64.860, 0.000
64.870, 0.000
64.880, 0.000
64.890, 0.000
64.900, 0.000
64.910, 0.000
64.920, 0.000
64.930, 0.001
64.940, 0.001
64.950, 0.003
64.960, 0.006
64.970, 0.013
64.980, 0.022
64.990, 0.038
65.000, 0.058
65.010, 0.085
65.020, 0.116
65.030, 0.150
65.040, 0.189
65.050, 0.239
65.060, 0.319
65.070, 0.458
65.080, 0.695
65.090, 1.072
65.100, 1.620
65.110, 2.336
65.120, 3.169
65.130, 4.016
65.140, 4.738
65.150, 5.198
65.160, 5.298
65.170, 5.017
65.180, 4.418
65.190, 3.621
65.200, 2.770
65.210, 1.987
65.220, 1.350
65.230, 0.891
65.240, 0.604
65.250, 0.467
65.260, 0.460
65.270, 0.572
65.280, 0.795
65.290, 1.120
65.300, 1.517
65.310, 1.937
65.320, 2.311
65.330, 2.568
65.340, 2.652
65.350, 2.544
65.360, 2.266
65.370, 1.875
65.380, 1.442
65.390, 1.031
65.400, 0.688
65.410, 0.430
65.420, 0.253
65.430, 0.143
65.440, 0.079
65.450, 0.045
65.460, 0.026
65.470, 0.016
65.480, 0.010
65.490, 0.006
65.500, 0.004
65.510, 0.002
65.520, 0.001
65.530, 0.001
65.540, 0.000
65.550, 0.000
65.560, 0.000
65.570, 0.000
65.580, 0.000
65.590, 0.000
65.600, 0.001
65.610, 0.003
65.620, 0.007
65.630, 0.019
65.640, 0.048
65.650, 0.108
65.660, 0.228
65.670, 0.447
65.680, 0.814
65.690, 1.376
65.700, 2.159
65.710, 3.146
65.720, 4.258
65.730, 5.352
65.740, 6.249
65.750, 6.777
65.760, 6.830
65.770, 6.400
65.780, 5.581
65.790, 4.536
65.800, 3.446
65.810, 2.459
65.820, 1.665
65.830, 1.094
65.840, 0.737
65.850, 0.565
65.860, 0.557
65.870, 0.700
65.880, 0.989
65.890, 1.410
65.900, 1.927
65.910, 2.476
65.920, 2.970
65.930, 3.317
65.940, 3.447
65.950, 3.333
65.960, 3.002
65.970, 2.523
65.980, 1.984
65.990, 1.468
66.000, 1.029
66.010, 0.690
66.020, 0.449
66.030, 0.288
66.040, 0.186
66.050, 0.126
66.060, 0.099
66.070, 0.101
66.080, 0.134
66.090, 0.202
66.100, 0.309
66.110, 0.452
66.120, 0.619
66.130, 0.792
